"","name","genus","species","floron","radar"
"482","Gagea villosa","Gagea","villosa",TRUE,FALSE
"483","Galanthus nivalis","Galanthus","nivalis",TRUE,FALSE
"484","Galeopsis angustifolia","Galeopsis","angustifolia",TRUE,TRUE
"485","Galeopsis bifida","Galeopsis","bifida",TRUE,TRUE
"486","Galeopsis segetum","Galeopsis","segetum",TRUE,TRUE
"487","Galeopsis speciosa","Galeopsis","speciosa",TRUE,TRUE
"488","Galeopsis tetrahit","Galeopsis","tetrahit",TRUE,TRUE
"489","Galinsoga quadriradiata","Galinsoga","quadriradiata",TRUE,FALSE
"490","Galinsoga parviflora","Galinsoga","parviflora",TRUE,FALSE
"491","Galium aparine","Galium","aparine",TRUE,TRUE
"492","Galium boreale","Galium","boreale",TRUE,TRUE
"493","Cruciata laevipes","Cruciata","laevipes",TRUE,TRUE
"494","Galium saxatile","Galium","saxatile",TRUE,TRUE
"495","Galium mollugo subsp. erectum","Galium","mollugo subsp. erectum",TRUE,TRUE
"496","Galium pumilum","Galium","pumilum",TRUE,TRUE
"497","Galium sylvaticum","Galium","sylvaticum",TRUE,TRUE
"498","Galium tricornutum","Galium","tricornutum",TRUE,TRUE
"499","Galium uliginosum","Galium","uliginosum",TRUE,TRUE
"500","Galium verum","Galium","verum",TRUE,TRUE
"501","Genista anglica","Genista","anglica",TRUE,FALSE
"502","Genista germanica","Genista","germanica",TRUE,FALSE
"503","Genista pilosa","Genista","pilosa",TRUE,FALSE
"504","Genista tinctoria","Genista","tinctoria",TRUE,TRUE
"505","Gentianella amarella","Gentianella","amarella",TRUE,FALSE
"506","Gentianella campestris","Gentianella","campestris",TRUE,FALSE
"507","Gentianopsis ciliata","Gentianopsis","ciliata",TRUE,FALSE
"508","Gentiana cruciata","Gentiana","cruciata",TRUE,FALSE
"509","Gentianella germanica","Gentianella","germanica",TRUE,FALSE
"510","Gentiana pneumonanthe","Gentiana","pneumonanthe",TRUE,FALSE
"511","Geranium columbinum","Geranium","columbinum",TRUE,TRUE
"512","Geranium dissectum","Geranium","dissectum",TRUE,TRUE
"513","Geranium molle","Geranium","molle",TRUE,FALSE
"514","Geranium phaeum","Geranium","phaeum",TRUE,FALSE
"515","Geranium pratense","Geranium","pratense",TRUE,FALSE
"516","Geranium pusillum","Geranium","pusillum",TRUE,TRUE
"517","Geranium pyrenaicum","Geranium","pyrenaicum",TRUE,FALSE
"518","Geranium robertianum","Geranium","robertianum",TRUE,TRUE
"519","Geranium rotundifolium","Geranium","rotundifolium",TRUE,FALSE
"520","Geum rivale","Geum","rivale",TRUE,FALSE
"521","Geum urbanum","Geum","urbanum",TRUE,TRUE
"522","Glaucium flavum","Glaucium","flavum",TRUE,TRUE
"523","Glaux maritima","Glaux","maritima",TRUE,TRUE
"524","Glechoma hederacea","Glechoma","hederacea",TRUE,TRUE
"525","Glyceria declinata","Glyceria","declinata",TRUE,TRUE
"526","Glyceria fluitans","Glyceria","fluitans",TRUE,TRUE
"527","Glyceria maxima","Glyceria","maxima",TRUE,TRUE
"528","Glyceria notata","Glyceria","notata",TRUE,TRUE
"529","Gnaphalium luteoalbum","Gnaphalium","luteoalbum",TRUE,FALSE
"530","Gnaphalium sylvaticum","Gnaphalium","sylvaticum",TRUE,FALSE
"531","Gnaphalium uliginosum","Gnaphalium","uliginosum",TRUE,TRUE
"532","Goodyera repens","Goodyera","repens",TRUE,FALSE
"533","Gratiola officinalis","Gratiola","officinalis",TRUE,TRUE
"534","Gypsophila muralis","Gypsophila","muralis",TRUE,FALSE
"535","Atriplex pedunculata","Atriplex","pedunculata",TRUE,FALSE
"536","Atriplex portulacoides","Atriplex","portulacoides",TRUE,TRUE
"537","Hammarbya paludosa","Hammarbya","paludosa",TRUE,FALSE
"538","Hedera helix","Hedera","helix",TRUE,TRUE
"539","Helichrysum arenarium","Helichrysum","arenarium",TRUE,FALSE
"540","Helictochloa pratensis","Helictochloa","pratensis",TRUE,FALSE
"541","Avenula pubescens","Avenula","pubescens",TRUE,FALSE
"542","Helleborus viridis","Helleborus","viridis",TRUE,FALSE
"543","Heracleum mantegazzianum","Heracleum","mantegazzianum",TRUE,FALSE
"544","Heracleum sphondylium subsp. sphondylium","Heracleum","sphondylium subsp. sphondylium",TRUE,TRUE
"545","Herminium monorchis","Herminium","monorchis",TRUE,FALSE
"546","Herniaria glabra","Herniaria","glabra",TRUE,TRUE
"547","Pilosella aurantiaca","Pilosella","aurantiaca",TRUE,FALSE
"548","Pilosella lactucella","Pilosella","lactucella",TRUE,FALSE
"549","Pilosella caespitosa","Pilosella","caespitosa",TRUE,FALSE
"550","Hieracium sect. Tridentata","Hieracium","sect. Tridentata",TRUE,FALSE
"551","Pilosella officinarum","Pilosella","officinarum",TRUE,TRUE
"552","Hieracium sect. Sabauda","Hieracium","sect. Sabauda",TRUE,FALSE
"553","Hieracium sect. Hieracioides","Hieracium","sect. Hieracioides",TRUE,FALSE
"554","Anthoxanthum nitens","Anthoxanthum","nitens",TRUE,FALSE
"555","Himantoglossum hircinum","Himantoglossum","hircinum",TRUE,FALSE
"556","Hippocrepis comosa","Hippocrepis","comosa",TRUE,FALSE
"557","Hippophae rhamnoides","Hippophae","rhamnoides",TRUE,TRUE
"558","Hippuris vulgaris","Hippuris","vulgaris",TRUE,TRUE
"559","Holcus lanatus","Holcus","lanatus",TRUE,TRUE
"560","Holcus mollis","Holcus","mollis",TRUE,TRUE
"561","Holosteum umbellatum","Holosteum","umbellatum",TRUE,FALSE
"562","Honckenya peploides","Honckenya","peploides",TRUE,FALSE
"563","Hordeum marinum","Hordeum","marinum",TRUE,TRUE
"564","Hordeum murinum","Hordeum","murinum",TRUE,TRUE
"565","Hordeum secalinum","Hordeum","secalinum",TRUE,TRUE
"566","Hottonia palustris","Hottonia","palustris",TRUE,TRUE
"567","Humulus lupulus","Humulus","lupulus",TRUE,TRUE
"568","Hydrocharis morsus-ranae","Hydrocharis","morsus-ranae",TRUE,TRUE
"569","Hydrocotyle vulgaris","Hydrocotyle","vulgaris",TRUE,TRUE
"570","Hyoscyamus niger","Hyoscyamus","niger",TRUE,TRUE
"571","Hypericum canadense","Hypericum","canadense",TRUE,FALSE
"572","Hypericum elodes","Hypericum","elodes",TRUE,TRUE
"573","Hypericum hirsutum","Hypericum","hirsutum",TRUE,FALSE
"574","Hypericum humifusum","Hypericum","humifusum",TRUE,TRUE
"575","Hypericum maculatum subsp. obtusiusculum","Hypericum","maculatum subsp. obtusiusculum",TRUE,FALSE
"576","Hypericum montanum","Hypericum","montanum",TRUE,FALSE
"577","Hypericum perforatum","Hypericum","perforatum",TRUE,TRUE
"578","Hypericum pulchrum","Hypericum","pulchrum",TRUE,FALSE
"579","Hypericum tetrapterum","Hypericum","tetrapterum",TRUE,TRUE
"580","Hypochaeris glabra","Hypochaeris","glabra",TRUE,TRUE
"581","Hypochaeris maculata","Hypochaeris","maculata",TRUE,TRUE
"582","Hypochaeris radicata","Hypochaeris","radicata",TRUE,TRUE
"583","Ilex aquifolium","Ilex","aquifolium",TRUE,TRUE
"584","Illecebrum verticillatum","Illecebrum","verticillatum",TRUE,TRUE
"585","Impatiens noli-tangere","Impatiens","noli-tangere",TRUE,TRUE
"586","Impatiens parviflora","Impatiens","parviflora",TRUE,TRUE
"587","Inula britannica","Inula","britannica",TRUE,FALSE
"588","Inula conyzae","Inula","conyzae",TRUE,FALSE
"589","Inula salicina","Inula","salicina",TRUE,FALSE
"590","Iris pseudacorus","Iris","pseudacorus",TRUE,TRUE
"591","Isatis tinctoria","Isatis","tinctoria",TRUE,TRUE
"592","Isoetes lacustris","Isoetes","lacustris",TRUE,FALSE
"593","Isoetes echinospora","Isoetes","echinospora",TRUE,FALSE
"594","Jasione montana","Jasione","montana",TRUE,TRUE
"595","Juncus acutiflorus","Juncus","acutiflorus",TRUE,TRUE
"596","Juncus ranarius","Juncus","ranarius",TRUE,TRUE
"597","Juncus anceps","Juncus","anceps",TRUE,FALSE
"598","Juncus articulatus","Juncus","articulatus",TRUE,TRUE
"599","Juncus balticus","Juncus","balticus",TRUE,FALSE
"600","Juncus bufonius","Juncus","bufonius",TRUE,TRUE
"601","Juncus capitatus","Juncus","capitatus",TRUE,FALSE
"602","Juncus compressus","Juncus","compressus",TRUE,TRUE
"603","Juncus conglomeratus","Juncus","conglomeratus",TRUE,TRUE
"604","Juncus effusus","Juncus","effusus",TRUE,TRUE
"605","Juncus filiformis","Juncus","filiformis",TRUE,TRUE
"606","Juncus alpinoarticulatus","Juncus","alpinoarticulatus",TRUE,FALSE
"607","Juncus gerardii","Juncus","gerardii",TRUE,TRUE
"608","Juncus inflexus","Juncus","inflexus",TRUE,TRUE
"609","Juncus maritimus","Juncus","maritimus",TRUE,TRUE
"610","Juncus pygmaeus","Juncus","pygmaeus",TRUE,FALSE
"611","Juncus squarrosus","Juncus","squarrosus",TRUE,TRUE
"612","Juncus subnodulosus","Juncus","subnodulosus",TRUE,TRUE
"613","Juncus tenageia","Juncus","tenageia",TRUE,TRUE
"614","Juncus tenuis","Juncus","tenuis",TRUE,TRUE
"615","Juniperus communis","Juniperus","communis",TRUE,TRUE
"616","Knautia arvensis","Knautia","arvensis",TRUE,TRUE
"617","Koeleria pyramidata","Koeleria","pyramidata",TRUE,FALSE
"618","Petrorhagia prolifera","Petrorhagia","prolifera",TRUE,FALSE
"619","Petrorhagia saxifraga","Petrorhagia","saxifraga",TRUE,FALSE
"620","Lactuca saligna","Lactuca","saligna",TRUE,FALSE
"621","Lactuca serriola","Lactuca","serriola",TRUE,TRUE
"622","Lamium album","Lamium","album",TRUE,TRUE
"623","Lamium amplexicaule","Lamium","amplexicaule",TRUE,TRUE
"624","Lamium hybridum","Lamium","hybridum",TRUE,TRUE
"625","Lamium confertum","Lamium","confertum",TRUE,FALSE
"626","Lamium purpureum","Lamium","purpureum",TRUE,TRUE
"627","Lapsana communis","Lapsana","communis",TRUE,TRUE
"628","Lathraea squamaria","Lathraea","squamaria",TRUE,FALSE
"629","Lathyrus aphaca","Lathyrus","aphaca",TRUE,FALSE
"630","Lathyrus linifolius","Lathyrus","linifolius",TRUE,TRUE
"631","Lathyrus niger","Lathyrus","niger",TRUE,FALSE
"632","Lathyrus nissolia","Lathyrus","nissolia",TRUE,TRUE
"633","Lathyrus palustris","Lathyrus","palustris",TRUE,TRUE
"634","Lathyrus pratensis","Lathyrus","pratensis",TRUE,TRUE
"635","Lathyrus sylvestris","Lathyrus","sylvestris",TRUE,FALSE
"636","Lathyrus tuberosus","Lathyrus","tuberosus",TRUE,FALSE
"637","Leersia oryzoides","Leersia","oryzoides",TRUE,TRUE
"638","Legousia hybrida","Legousia","hybrida",TRUE,TRUE
"639","Legousia speculum-veneris","Legousia","speculum-veneris",TRUE,TRUE
"640","Lemna gibba","Lemna","gibba",TRUE,TRUE
"641","Lemna minor","Lemna","minor",TRUE,TRUE
"642","Lemna trisulca","Lemna","trisulca",TRUE,TRUE
"643","Scorzoneroides autumnalis","Scorzoneroides","autumnalis",TRUE,TRUE
"644","Leontodon hispidus","Leontodon","hispidus",TRUE,TRUE
"645","Leontodon saxatilis","Leontodon","saxatilis",TRUE,TRUE
"646","Leonurus cardiaca","Leonurus","cardiaca",TRUE,TRUE
"647","Lepidium campestre","Lepidium","campestre",TRUE,TRUE
"648","Lepidium draba","Lepidium","draba",TRUE,FALSE
"649","Lepidium graminifolium","Lepidium","graminifolium",TRUE,TRUE
"650","Lepidium latifolium","Lepidium","latifolium",TRUE,TRUE
"651","Lepidium ruderale","Lepidium","ruderale",TRUE,TRUE
"652","Leucojum aestivum","Leucojum","aestivum",TRUE,FALSE
"653","Ligustrum vulgare","Ligustrum","vulgare",TRUE,FALSE
"654","Lilium bulbiferum subsp. croceum","Lilium","bulbiferum subsp. croceum",TRUE,FALSE
"655","Limonium vulgare","Limonium","vulgare",TRUE,TRUE
"656","Limosella aquatica","Limosella","aquatica",TRUE,TRUE
"657","Linaria arvensis","Linaria","arvensis",TRUE,TRUE
"658","Cymbalaria muralis","Cymbalaria","muralis",TRUE,FALSE
"659","Kickxia elatine","Kickxia","elatine",TRUE,FALSE
"660","Chaenorhinum minus","Chaenorhinum","minus",TRUE,TRUE
"661","Kickxia spuria","Kickxia","spuria",TRUE,TRUE
"662","Linaria vulgaris","Linaria","vulgaris",TRUE,TRUE
"663","Linnaea borealis","Linnaea","borealis",TRUE,FALSE
"664","Linum catharticum","Linum","catharticum",TRUE,TRUE
"665","Liparis loeselii","Liparis","loeselii",TRUE,FALSE
"666","Neottia cordata","Neottia","cordata",TRUE,FALSE
"667","Neottia ovata","Neottia","ovata",TRUE,FALSE
"668","Lithospermum arvense","Lithospermum","arvense",TRUE,TRUE
"669","Lithospermum officinale","Lithospermum","officinale",TRUE,TRUE
"670","Littorella uniflora","Littorella","uniflora",TRUE,TRUE
"671","Lobelia dortmanna","Lobelia","dortmanna",TRUE,FALSE
"672","Lolium multiflorum","Lolium","multiflorum",TRUE,FALSE
"673","Lolium perenne","Lolium","perenne",TRUE,TRUE
"674","Lolium remotum","Lolium","remotum",TRUE,TRUE
"675","Lolium temulentum","Lolium","temulentum",TRUE,TRUE
"676","Lonicera periclymenum","Lonicera","periclymenum",TRUE,TRUE
"677","Lonicera xylosteum","Lonicera","xylosteum",TRUE,FALSE
"678","Lotus corniculatus var. corniculatus","Lotus","corniculatus var. corniculatus",TRUE,FALSE
"679","Lotus glaber","Lotus","glaber",TRUE,TRUE
"680","Lotus pedunculatus","Lotus","pedunculatus",TRUE,TRUE
"681","Ludwigia palustris","Ludwigia","palustris",TRUE,FALSE
"682","Luronium natans","Luronium","natans",TRUE,TRUE
"683","Luzula campestris","Luzula","campestris",TRUE,TRUE
"684","Luzula congesta","Luzula","congesta",TRUE,FALSE
"685","Luzula multiflora subsp. multiflora","Luzula","multiflora subsp. multiflora",TRUE,FALSE
"686","Luzula luzuloides","Luzula","luzuloides",TRUE,FALSE
"687","Luzula pilosa","Luzula","pilosa",TRUE,FALSE
"688","Luzula sylvatica","Luzula","sylvatica",TRUE,FALSE
"689","Silene flos-cuculi","Silene","flos-cuculi",TRUE,TRUE
"690","Lycium barbarum","Lycium","barbarum",TRUE,FALSE
"691","Spinulum annotinum","Spinulum","annotinum",TRUE,FALSE
"692","Lycopodium clavatum","Lycopodium","clavatum",TRUE,FALSE
"693","Diphasiastrum tristachyum","Diphasiastrum","tristachyum",TRUE,FALSE
"694","Lycopodiella inundata","Lycopodiella","inundata",TRUE,FALSE
"695","Huperzia selago","Huperzia","selago",TRUE,FALSE
"696","Anchusa arvensis","Anchusa","arvensis",TRUE,TRUE
"697","Lycopus europaeus","Lycopus","europaeus",TRUE,TRUE
"698","Lysimachia nemorum","Lysimachia","nemorum",TRUE,FALSE
"699","Lysimachia nummularia","Lysimachia","nummularia",TRUE,TRUE
"700","Lysimachia thyrsiflora","Lysimachia","thyrsiflora",TRUE,TRUE
"701","Lysimachia vulgaris","Lysimachia","vulgaris",TRUE,TRUE
"702","Lythrum salicaria","Lythrum","salicaria",TRUE,TRUE
"703","Maianthemum bifolium","Maianthemum","bifolium",TRUE,FALSE
"704","Malva alcea","Malva","alcea",TRUE,TRUE
"705","Malva moschata","Malva","moschata",TRUE,TRUE
"706","Malva neglecta","Malva","neglecta",TRUE,TRUE
"707","Malva pusilla","Malva","pusilla",TRUE,FALSE
"708","Malva sylvestris","Malva","sylvestris",TRUE,TRUE
"709","Marrubium vulgare","Marrubium","vulgare",TRUE,TRUE
"710","Matricaria chamomilla","Matricaria","chamomilla",TRUE,TRUE
"711","Tripleurospermum maritimum","Tripleurospermum","maritimum",TRUE,TRUE
"712","Matricaria discoidea","Matricaria","discoidea",TRUE,TRUE
"713","Medicago arabica","Medicago","arabica",TRUE,TRUE
"714","Medicago falcata","Medicago","falcata",TRUE,FALSE
"715","Medicago lupulina","Medicago","lupulina",TRUE,TRUE
"716","Medicago minima","Medicago","minima",TRUE,TRUE
"717","Medicago sativa","Medicago","sativa",TRUE,TRUE
"718","Medicago x varia","Medicago","x varia",TRUE,FALSE
"719","Melampyrum arvense","Melampyrum","arvense",TRUE,FALSE
"720","Melampyrum pratense","Melampyrum","pratense",TRUE,FALSE
"721","Silene latifolia subsp. alba","Silene","latifolia subsp. alba",TRUE,TRUE
"722","Silene noctiflora","Silene","noctiflora",TRUE,TRUE
"723","Silene dioica","Silene","dioica",TRUE,TRUE
"724","Melica uniflora","Melica","uniflora",TRUE,TRUE
"725","Melilotus albus","Melilotus","albus",TRUE,TRUE
"726","Melilotus altissimus","Melilotus","altissimus",TRUE,TRUE
"727","Melilotus indicus","Melilotus","indicus",TRUE,FALSE
"728","Melilotus officinalis","Melilotus","officinalis",TRUE,FALSE
"729","Mentha aquatica","Mentha","aquatica",TRUE,TRUE
"730","Mentha arvensis","Mentha","arvensis",TRUE,TRUE
"731","Mentha longifolia","Mentha","longifolia",TRUE,FALSE
"732","Mentha pulegium","Mentha","pulegium",TRUE,FALSE
"733","Mentha suaveolens","Mentha","suaveolens",TRUE,FALSE
"734","Menyanthes trifoliata","Menyanthes","trifoliata",TRUE,TRUE
"735","Mercurialis annua","Mercurialis","annua",TRUE,TRUE
"736","Mercurialis perennis","Mercurialis","perennis",TRUE,FALSE
"737","Mespilus germanica","Mespilus","germanica",TRUE,TRUE
"738","Mibora minima","Mibora","minima",TRUE,FALSE
"739","Milium effusum","Milium","effusum",TRUE,TRUE
"740","Milium vernale","Milium","vernale",TRUE,TRUE
"741","Mimulus guttatus","Mimulus","guttatus",TRUE,FALSE
"742","Sabulina tenuifolia","Sabulina","tenuifolia",TRUE,FALSE
"743","Moehringia trinervia","Moehringia","trinervia",TRUE,TRUE
"744","Moenchia erecta","Moenchia","erecta",TRUE,FALSE
"745","Molinia caerulea","Molinia","caerulea",TRUE,TRUE
"746","Moneses uniflora","Moneses","uniflora",TRUE,FALSE
"747","Monotropa hypopitys","Monotropa","hypopitys",TRUE,FALSE
"748","Montia arvensis","Montia","arvensis",TRUE,TRUE
"749","Muscari botryoides","Muscari","botryoides",TRUE,FALSE
"750","Muscari comosum","Muscari","comosum",TRUE,FALSE
"751","Mycelis muralis","Mycelis","muralis",TRUE,TRUE
"752","Myosotis arvensis","Myosotis","arvensis",TRUE,TRUE
"753","Myosotis laxa subsp. caespitosa","Myosotis","laxa subsp. caespitosa",TRUE,FALSE
"754","Myosotis discolor","Myosotis","discolor",TRUE,TRUE
"755","Myosotis ramosissima","Myosotis","ramosissima",TRUE,TRUE
"756","Myosotis stricta","Myosotis","stricta",TRUE,TRUE
"757","Myosotis sylvatica","Myosotis","sylvatica",TRUE,TRUE
"758","Stellaria aquatica","Stellaria","aquatica",TRUE,TRUE
"759","Myosurus minimus","Myosurus","minimus",TRUE,FALSE
"760","Myrica gale","Myrica","gale",TRUE,TRUE
"761","Myriophyllum alterniflorum","Myriophyllum","alterniflorum",TRUE,TRUE
"762","Myriophyllum spicatum","Myriophyllum","spicatum",TRUE,TRUE
"763","Myriophyllum verticillatum","Myriophyllum","verticillatum",TRUE,TRUE
"764","Myrrhis odorata","Myrrhis","odorata",TRUE,FALSE
"765","Najas marina","Najas","marina",TRUE,TRUE
"766","Najas minor","Najas","minor",TRUE,TRUE
"767","Narcissus pseudonarcissus subsp. pseudonarcissus","Narcissus","pseudonarcissus subsp. pseudonarcissus",TRUE,FALSE
"768","Nardus stricta","Nardus","stricta",TRUE,TRUE
"769","Narthecium ossifragum","Narthecium","ossifragum",TRUE,TRUE
"770","Nasturtium microphyllum","Nasturtium","microphyllum",TRUE,TRUE
"771","Nasturtium officinale","Nasturtium","officinale",TRUE,TRUE
"772","Neottia nidus-avis","Neottia","nidus-avis",TRUE,FALSE
"773","Nepeta cataria","Nepeta","cataria",TRUE,TRUE
"774","Nicandra physalodes","Nicandra","physalodes",TRUE,FALSE
"775","Nigella arvensis","Nigella","arvensis",TRUE,TRUE
"776","Nuphar lutea","Nuphar","lutea",TRUE,TRUE
"777","Nymphaea alba","Nymphaea","alba",TRUE,TRUE
"778","Nymphoides peltata","Nymphoides","peltata",TRUE,TRUE
"779","Oenanthe aquatica","Oenanthe","aquatica",TRUE,TRUE
"780","Oenanthe fistulosa","Oenanthe","fistulosa",TRUE,TRUE
"781","Oenanthe lachenalii","Oenanthe","lachenalii",TRUE,TRUE
"782","Oenanthe silaifolia","Oenanthe","silaifolia",TRUE,TRUE
"783","Oenothera glazioviana","Oenothera","glazioviana",TRUE,FALSE
"784","Onobrychis viciifolia","Onobrychis","viciifolia",TRUE,TRUE
"785","Ononis spinosa subsp. procurrens","Ononis","spinosa subsp. procurrens",TRUE,TRUE
"786","Ononis spinosa subsp. spinosa","Ononis","spinosa subsp. spinosa",TRUE,FALSE
"787","Onopordum acanthium","Onopordum","acanthium",TRUE,TRUE
"788","Ophioglossum vulgatum","Ophioglossum","vulgatum",TRUE,FALSE
"789","Ophrys apifera","Ophrys","apifera",TRUE,FALSE
"790","Ophrys insectifera subsp. insectifera","Ophrys","insectifera subsp. insectifera",TRUE,FALSE
"791","Anacamptis coriophora","Anacamptis","coriophora",TRUE,FALSE
"792","Dactylorhiza fuchsii","Dactylorhiza","fuchsii",TRUE,FALSE
"793","Dactylorhiza incarnata","Dactylorhiza","incarnata",TRUE,FALSE
"794","Dactylorhiza maculata","Dactylorhiza","maculata",TRUE,FALSE
"795","Dactylorhiza majalis","Dactylorhiza","majalis",TRUE,FALSE
"796","Orchis mascula","Orchis","mascula",TRUE,FALSE
"797","Orchis militaris","Orchis","militaris",TRUE,FALSE
"798","Anacamptis morio","Anacamptis","morio",TRUE,FALSE
"799","Dactylorhiza praetermissa","Dactylorhiza","praetermissa",TRUE,FALSE
"800","Orchis purpurea","Orchis","purpurea",TRUE,FALSE
"801","Orchis simia","Orchis","simia",TRUE,FALSE
"802","Neotinea ustulata","Neotinea","ustulata",TRUE,FALSE
"803","Origanum vulgare","Origanum","vulgare",TRUE,TRUE
"804","Ornithogalum nutans","Ornithogalum","nutans",TRUE,FALSE
"805","Ornithogalum umbellatum","Ornithogalum","umbellatum",TRUE,FALSE
"806","Ornithopus perpusillus","Ornithopus","perpusillus",TRUE,TRUE
"807","Orobanche hederae","Orobanche","hederae",TRUE,FALSE
"808","Orobanche lutea","Orobanche","lutea",TRUE,FALSE
"809","Orobanche minor","Orobanche","minor",TRUE,FALSE
"810","Orobanche picridis","Orobanche","picridis",TRUE,FALSE
"811","Orobanche purpurea","Orobanche","purpurea",TRUE,FALSE
"812","Orobanche ramosa","Orobanche","ramosa",TRUE,FALSE
"813","Orobanche rapum-genistae","Orobanche","rapum-genistae",TRUE,FALSE
"814","Orobanche reticulata","Orobanche","reticulata",TRUE,FALSE
"815","Orobanche caryophyllacea","Orobanche","caryophyllacea",TRUE,FALSE
"816","Osmunda regalis","Osmunda","regalis",TRUE,FALSE
"817","Oxalis acetosella","Oxalis","acetosella",TRUE,TRUE
"818","Oxalis corniculata","Oxalis","corniculata",TRUE,TRUE
"819","Oxalis stricta","Oxalis","stricta",TRUE,TRUE
"820","Vaccinium macrocarpon","Vaccinium","macrocarpon",TRUE,FALSE
"821","Vaccinium oxycoccos","Vaccinium","oxycoccos",TRUE,TRUE
"822","Papaver argemone","Papaver","argemone",TRUE,TRUE
"823","Papaver dubium","Papaver","dubium",TRUE,TRUE
"824","Papaver rhoeas","Papaver","rhoeas",TRUE,TRUE
"825","Parapholis strigosa","Parapholis","strigosa",TRUE,TRUE
"826","Parietaria officinalis","Parietaria","officinalis",TRUE,TRUE
"827","Parietaria judaica","Parietaria","judaica",TRUE,FALSE
"828","Paris quadrifolia","Paris","quadrifolia",TRUE,FALSE
"829","Parnassia palustris","Parnassia","palustris",TRUE,FALSE
"830","Pastinaca sativa subsp. sativa","Pastinaca","sativa subsp. sativa",TRUE,FALSE
"831","Pedicularis palustris","Pedicularis","palustris",TRUE,TRUE
"832","Pedicularis sylvatica","Pedicularis","sylvatica",TRUE,FALSE
"833","Lythrum portula","Lythrum","portula",TRUE,TRUE
"834","Petasites hybridus","Petasites","hybridus",TRUE,FALSE
"835","Sison segetum","Sison","segetum",TRUE,TRUE
"836","Dichoropetalum carvifolia","Dichoropetalum","carvifolia",TRUE,TRUE
"837","Peucedanum palustre","Peucedanum","palustre",TRUE,TRUE
"838","Phalaris arundinacea","Phalaris","arundinacea",TRUE,TRUE
"839","Phleum arenarium","Phleum","arenarium",TRUE,TRUE
"840","Phleum pratense","Phleum","pratense",TRUE,TRUE
"841","Phragmites australis","Phragmites","australis",TRUE,TRUE
"842","Asplenium scolopendrium","Asplenium","scolopendrium",TRUE,FALSE
"843","Phyteuma nigrum","Phyteuma","nigrum",TRUE,FALSE
"844","Phyteuma spicatum","Phyteuma","spicatum",TRUE,TRUE
"845","Helminthotheca echioides","Helminthotheca","echioides",TRUE,TRUE
"846","Picris hieracioides","Picris","hieracioides",TRUE,TRUE
"847","Pilularia globulifera","Pilularia","globulifera",TRUE,FALSE
"848","Pimpinella major","Pimpinella","major",TRUE,TRUE
"849","Pimpinella saxifraga","Pimpinella","saxifraga",TRUE,TRUE
"850","Pinguicula vulgaris","Pinguicula","vulgaris",TRUE,FALSE
"851","Pinus sylvestris","Pinus","sylvestris",TRUE,TRUE
"852","Plantago coronopus","Plantago","coronopus",TRUE,TRUE
"853","Plantago major subsp. intermedia","Plantago","major subsp. intermedia",TRUE,FALSE
"854","Plantago lanceolata","Plantago","lanceolata",TRUE,TRUE
"855","Plantago major subsp. major","Plantago","major subsp. major",TRUE,TRUE
"856","Plantago maritima","Plantago","maritima",TRUE,TRUE
"857","Plantago media","Plantago","media",TRUE,TRUE
"858","Platanthera bifolia","Platanthera","bifolia",TRUE,FALSE
"859","Platanthera chlorantha","Platanthera","chlorantha",TRUE,FALSE
"860","Poa annua","Poa","annua",TRUE,TRUE
"861","Poa bulbosa","Poa","bulbosa",TRUE,FALSE
"862","Poa chaixii","Poa","chaixii",TRUE,TRUE
"863","Poa compressa","Poa","compressa",TRUE,TRUE
"864","Poa nemoralis","Poa","nemoralis",TRUE,TRUE
"865","Poa palustris","Poa","palustris",TRUE,TRUE
"866","Poa pratensis subsp. pratensis","Poa","pratensis subsp. pratensis",TRUE,TRUE
"867","Poa trivialis","Poa","trivialis",TRUE,TRUE
"868","Polygala comosa","Polygala","comosa",TRUE,FALSE
"869","Polygala serpyllifolia","Polygala","serpyllifolia",TRUE,FALSE
"870","Polygala vulgaris","Polygala","vulgaris",TRUE,TRUE
"871","Polygonatum multiflorum","Polygonatum","multiflorum",TRUE,FALSE
"872","Polygonatum odoratum","Polygonatum","odoratum",TRUE,FALSE
"873","Polygonatum verticillatum","Polygonatum","verticillatum",TRUE,FALSE
"874","Persicaria amphibia","Persicaria","amphibia",TRUE,TRUE
"875","Polygonum aviculare","Polygonum","aviculare",TRUE,TRUE
"876","Persicaria bistorta","Persicaria","bistorta",TRUE,TRUE
"877","Fallopia convolvulus","Fallopia","convolvulus",TRUE,TRUE
"878","Fallopia dumetorum","Fallopia","dumetorum",TRUE,TRUE
"879","Persicaria hydropiper","Persicaria","hydropiper",TRUE,TRUE
"880","Persicaria lapathifolia","Persicaria","lapathifolia",TRUE,TRUE
"881","Persicaria minor","Persicaria","minor",TRUE,TRUE
"882","Persicaria mitis","Persicaria","mitis",TRUE,TRUE
"883","Persicaria maculosa","Persicaria","maculosa",TRUE,TRUE
"884","Polypodium vulgare","Polypodium","vulgare",TRUE,FALSE
"885","Polystichum aculeatum","Polystichum","aculeatum",TRUE,FALSE
"886","Populus alba","Populus","alba",TRUE,TRUE
"887","Populus nigra","Populus","nigra",TRUE,TRUE
"888","Populus tremula","Populus","tremula",TRUE,TRUE
"889","Portulaca oleracea","Portulaca","oleracea",TRUE,TRUE
