"","name","genus","species","floron","radar"
"1286","Poa pratensis subsp. angustifolia","Poa","pratensis subsp. angustifolia",TRUE,FALSE
"1287","Ranunculus polyanthemos subsp. polyanthemoides","Ranunculus","polyanthemos subsp. polyanthemoides",TRUE,FALSE
"1288","Sagina apetala","Sagina","apetala",TRUE,TRUE
"1289","Sagina micropetala","Sagina","micropetala",TRUE,TRUE
"1290","Salsola tragus","Salsola","tragus",TRUE,FALSE
"1291","Jacobaea vulgaris subsp. dunensis","Jacobaea","vulgaris subsp. dunensis",TRUE,FALSE
"1292","Zannichellia palustris subsp. major","Zannichellia","palustris subsp. major",TRUE,FALSE
"1293","Agrostis canina","Agrostis","canina",TRUE,TRUE
"1294","Agrostis vinealis","Agrostis","vinealis",TRUE,TRUE
"1295","Allium paradoxum","Allium","paradoxum",TRUE,FALSE
"1296","Elymus x obtusiusculus","Elymus","x obtusiusculus",TRUE,FALSE
"1297","Dryopteris affinis","Dryopteris","affinis",TRUE,FALSE
"1298","Asplenium viride","Asplenium","viride",TRUE,FALSE
"1299","Bromus racemosus","Bromus","racemosus",TRUE,TRUE
"1300","Cyrtomium falcatum","Cyrtomium","falcatum",TRUE,FALSE
"1301","Helianthus tuberosus","Helianthus","tuberosus",TRUE,FALSE
"1302","Nymphaea candida","Nymphaea","candida",TRUE,FALSE
"1303","Polystichum lonchitis","Polystichum","lonchitis",TRUE,FALSE
"1304","Anemone apennina","Anemone","apennina",TRUE,FALSE
"1305","Crocus tommasinianus","Crocus","tommasinianus",TRUE,FALSE
"1306","Crocus vernus","Crocus","vernus",TRUE,FALSE
"1307","Leucojum vernum","Leucojum","vernum",TRUE,FALSE
"1308","Saxifraga granulata 'Plena'","Saxifraga","granulata 'Plena'",TRUE,FALSE
"1309","Adonis aestivalis","Adonis","aestivalis",TRUE,FALSE
"1310","Oenanthe crocata","Oenanthe","crocata",TRUE,TRUE
"1311","Rubus sect. Rubus","Rubus","sect. Rubus",TRUE,FALSE
"1312","Salicornia europaea subsp. europaea","Salicornia","europaea subsp. europaea",TRUE,FALSE
"1313","Salicornia procumbens subsp. procumbens","Salicornia","procumbens subsp. procumbens",TRUE,FALSE
"1314","Epilobium tetragonum","Epilobium","tetragonum",TRUE,TRUE
"1315","Rosa subsect. Caninae","Rosa","subsect. Caninae",TRUE,FALSE
"1316","Rosa subsect. Vestitae","Rosa","subsect. Vestitae",TRUE,FALSE
"1317","Rosa subsect. Rubigineae","Rosa","subsect. Rubigineae",TRUE,FALSE
"1318","Alchemilla micans","Alchemilla","micans",TRUE,FALSE
"1319","Alchemilla mollis","Alchemilla","mollis",TRUE,FALSE
"1320","Alchemilla subcrenata","Alchemilla","subcrenata",TRUE,FALSE
"1321","Abutilon theophrasti","Abutilon","theophrasti",TRUE,FALSE
"1322","Amaranthus albus","Amaranthus","albus",TRUE,FALSE
"1323","Ambrosia psilostachya","Ambrosia","psilostachya",TRUE,FALSE
"1324","Ammi majus","Ammi","majus",TRUE,TRUE
"1325","Amsinckia micrantha","Amsinckia","micrantha",TRUE,FALSE
"1326","Anagallis arvensis subsp. foemina","Anagallis","arvensis subsp. foemina",TRUE,FALSE
"1327","Anchusa ochroleuca","Anchusa","ochroleuca",TRUE,FALSE
"1328","Artemisia biennis","Artemisia","biennis",TRUE,TRUE
"1329","Chondrilla juncea","Chondrilla","juncea",TRUE,FALSE
"1330","Claytonia sibirica","Claytonia","sibirica",TRUE,FALSE
"1331","Cuscuta campestris","Cuscuta","campestris",TRUE,FALSE
"1332","Eragrostis minor","Eragrostis","minor",TRUE,TRUE
"1333","Erodium moschatum","Erodium","moschatum",TRUE,FALSE
"1334","Euphorbia lathyris","Euphorbia","lathyris",TRUE,TRUE
"1335","Fumaria muralis","Fumaria","muralis",TRUE,FALSE
"1336","Fumaria capreolata","Fumaria","capreolata",TRUE,FALSE
"1337","Galeopsis ladanum","Galeopsis","ladanum",TRUE,TRUE
"1338","Hordeum jubatum","Hordeum","jubatum",TRUE,FALSE
"1339","Lagurus ovatus","Lagurus","ovatus",TRUE,FALSE
"1340","Lathyrus hirsutus","Lathyrus","hirsutus",TRUE,FALSE
"1341","Lepidium densiflorum","Lepidium","densiflorum",TRUE,FALSE
"1342","Lepidium heterophyllum","Lepidium","heterophyllum",TRUE,FALSE
"1343","Lepidium virginicum","Lepidium","virginicum",TRUE,FALSE
"1344","Linaria repens","Linaria","repens",TRUE,FALSE
"1345","Lythrum hyssopifolia","Lythrum","hyssopifolia",TRUE,FALSE
"1346","Medicago polymorpha","Medicago","polymorpha",TRUE,TRUE
"1347","Oenanthe pimpinelloides","Oenanthe","pimpinelloides",TRUE,TRUE
"1348","Orlaya grandiflora","Orlaya","grandiflora",TRUE,TRUE
"1349","Panicum capillare","Panicum","capillare",TRUE,FALSE
"1350","Parentucellia viscosa","Parentucellia","viscosa",TRUE,FALSE
"1351","Erigeron annuus","Erigeron","annuus",TRUE,FALSE
"1352","Plantago arenaria","Plantago","arenaria",TRUE,FALSE
"1353","Polypogon monspeliensis","Polypogon","monspeliensis",TRUE,FALSE
"1354","Potentilla norvegica","Potentilla","norvegica",TRUE,FALSE
"1355","Potentilla recta","Potentilla","recta",TRUE,TRUE
"1356","Coincya monensis subsp. cheiranthos","Coincya","monensis subsp. cheiranthos",TRUE,FALSE
"1357","Rumex triangulivalvis","Rumex","triangulivalvis",TRUE,FALSE
"1358","Salvia nemorosa","Salvia","nemorosa",TRUE,FALSE
"1359","Senecio inaequidens","Senecio","inaequidens",TRUE,FALSE
"1360","Senecio vernalis","Senecio","vernalis",TRUE,FALSE
"1361","Solanum nitidibaccatum","Solanum","nitidibaccatum",TRUE,FALSE
"1362","Sorghum halepense","Sorghum","halepense",TRUE,FALSE
"1363","Vicia lutea","Vicia","lutea",TRUE,FALSE
"1364","Vicia tenuifolia","Vicia","tenuifolia",TRUE,FALSE
"1365","Xanthium orientale","Xanthium","orientale",TRUE,FALSE
"1366","Xanthium strumarium","Xanthium","strumarium",TRUE,TRUE
"1367","Amaranthus blitoides","Amaranthus","blitoides",TRUE,FALSE
"1368","Ceratochloa sitchensis","Ceratochloa","sitchensis",TRUE,FALSE
"1369","Cotula coronopifolia","Cotula","coronopifolia",TRUE,FALSE
"1370","Eragrostis multicaulis","Eragrostis","multicaulis",TRUE,FALSE
"1371","Hirschfeldia incana","Hirschfeldia","incana",TRUE,FALSE
"1372","Rapistrum rugosum","Rapistrum","rugosum",TRUE,FALSE
"1373","Scutellaria columnae","Scutellaria","columnae",TRUE,FALSE
"1374","Centaurea jacea","Centaurea","jacea",TRUE,TRUE
"1375","Crepis foetida","Crepis","foetida",TRUE,FALSE
"1376","Brassica napus","Brassica","napus",TRUE,TRUE
"1377","Brassica rapa","Brassica","rapa",TRUE,TRUE
"1378","Foeniculum vulgare","Foeniculum","vulgare",TRUE,TRUE
"1379","Phacelia tanacetifolia","Phacelia","tanacetifolia",TRUE,FALSE
"1380","Phytolacca acinosa","Phytolacca","acinosa",TRUE,FALSE
"1381","Rubus laciniatus","Rubus","laciniatus",TRUE,FALSE
"1382","Prunus cerasifera","Prunus","cerasifera",TRUE,FALSE
"1383","Acer platanoides","Acer","platanoides",TRUE,FALSE
"1384","Aesculus hippocastanum","Aesculus","hippocastanum",TRUE,TRUE
"1385","Amelanchier lamarckii","Amelanchier","lamarckii",TRUE,FALSE
"1386","Blackstonia perfoliata subsp. perfoliata","Blackstonia","perfoliata subsp. perfoliata",TRUE,FALSE
"1387","Eranthis hyemalis","Eranthis","hyemalis",TRUE,FALSE
"1388","Hesperis matronalis","Hesperis","matronalis",TRUE,TRUE
"1389","Impatiens glandulifera","Impatiens","glandulifera",TRUE,FALSE
"1390","Lobularia maritima","Lobularia","maritima",TRUE,FALSE
"1391","Lunaria annua","Lunaria","annua",TRUE,FALSE
"1392","Pentaglottis sempervirens","Pentaglottis","sempervirens",TRUE,FALSE
"1393","Fallopia japonica","Fallopia","japonica",TRUE,FALSE
"1394","Persicaria wallichii","Persicaria","wallichii",TRUE,FALSE
"1395","Fallopia sachalinensis","Fallopia","sachalinensis",TRUE,FALSE
"1396","Quercus rubra","Quercus","rubra",TRUE,TRUE
"1397","Robinia pseudoacacia","Robinia","pseudoacacia",TRUE,FALSE
"1398","Rosa majalis","Rosa","majalis",TRUE,FALSE
"1399","Rudbeckia laciniata","Rudbeckia","laciniata",TRUE,FALSE
"1400","Scilla bifolia","Scilla","bifolia",TRUE,FALSE
"1401","Scilla siberica","Scilla","siberica",TRUE,FALSE
"1402","Phedimus spurius","Phedimus","spurius",TRUE,FALSE
"1403","Soleirolia soleirolii","Soleirolia","soleirolii",TRUE,FALSE
"1404","Solidago canadensis","Solidago","canadensis",TRUE,FALSE
"1405","Ulmus glabra","Ulmus","glabra",TRUE,FALSE
"1406","Veronica filiformis","Veronica","filiformis",TRUE,FALSE
"1407","Lamiastrum galeobdolon subsp. argentatum","Lamiastrum","galeobdolon subsp. argentatum",TRUE,FALSE
"1408","Lupinus polyphyllus","Lupinus","polyphyllus",TRUE,FALSE
"1409","Erodium cicutarium","Erodium","cicutarium",TRUE,TRUE
"1410","Helianthemum nummularium","Helianthemum","nummularium",TRUE,FALSE
"1411","Malus sylvestris","Malus","sylvestris",TRUE,TRUE
"1412","Thalictrum minus","Thalictrum","minus",TRUE,TRUE
"1413","Aronia x prunifolia","Aronia","x prunifolia",TRUE,FALSE
"1414","Oenothera oakesiana","Oenothera","oakesiana",TRUE,FALSE
"1415","Polystichum setiferum","Polystichum","setiferum",TRUE,FALSE
"1416","Rubus sect. Corylifolii","Rubus","sect. Corylifolii",TRUE,FALSE
"1417","Cerastium pumilum","Cerastium","pumilum",TRUE,FALSE
"1418","Bolboschoenus maritimus","Bolboschoenus","maritimus",TRUE,TRUE
"1419","Exaculum pusillum","Exaculum","pusillum",TRUE,FALSE
"1420","Bolboschoenus planiculmis","Bolboschoenus","planiculmis",TRUE,FALSE
"1421","Berberis aquifolium","Berberis","aquifolium",TRUE,FALSE
"1422","Parthenocissus vitacea","Parthenocissus","vitacea",TRUE,FALSE
"1423","Parthenocissus quinquefolia","Parthenocissus","quinquefolia",TRUE,FALSE
"1424","Phytolacca americana","Phytolacca","americana",TRUE,FALSE
"1425","Rhododendron ponticum","Rhododendron","ponticum",TRUE,FALSE
"1426","Ribes alpinum","Ribes","alpinum",TRUE,FALSE
"1427","Symphoricarpos albus","Symphoricarpos","albus",TRUE,FALSE
"1428","Vallisneria spiralis","Vallisneria","spiralis",TRUE,FALSE
"1429","Viburnum lantana","Viburnum","lantana",TRUE,TRUE
"1430","Matteuccia struthiopteris","Matteuccia","struthiopteris",TRUE,FALSE
"1431","Pseudotsuga menziesii","Pseudotsuga","menziesii",TRUE,FALSE
"1432","Rosa glauca","Rosa","glauca",TRUE,FALSE
"1433","Hieracium sect. Amplexicaulia","Hieracium","sect. Amplexicaulia",TRUE,TRUE
"1434","Juglans regia","Juglans","regia",TRUE,TRUE
"1435","Euphrasia stricta s.l.","Euphrasia","stricta s.l.",TRUE,FALSE
"1436","Solanum nigrum","Solanum","nigrum",TRUE,TRUE
"1437","Sonchus arvensis","Sonchus","arvensis",TRUE,TRUE
"1438","Silene coronaria","Silene","coronaria",TRUE,TRUE
"1439","Bromus hordeaceus","Bromus","hordeaceus",TRUE,TRUE
"1440","Juncus bulbosus","Juncus","bulbosus",TRUE,TRUE
"1441","Hylotelephium telephium","Hylotelephium","telephium",TRUE,FALSE
"1442","Galium palustre","Galium","palustre",TRUE,TRUE
"1443","Falcaria vulgaris","Falcaria","vulgaris",TRUE,FALSE
"1444","Lactuca virosa","Lactuca","virosa",TRUE,FALSE
"1445","Vicia villosa","Vicia","villosa",TRUE,FALSE
"1446","Euphorbia esula","Euphorbia","esula",TRUE,TRUE
"1447","Syringa vulgaris","Syringa","vulgaris",TRUE,FALSE
"1448","Atriplex prostrata","Atriplex","prostrata",TRUE,TRUE
"1449","Ranunculus aquatilis","Ranunculus","aquatilis",TRUE,TRUE
"1450","Ranunculus polyanthemos subsp. nemorosus","Ranunculus","polyanthemos subsp. nemorosus",TRUE,FALSE
"1451","Ranunculus peltatus","Ranunculus","peltatus",TRUE,TRUE
"1452","Scrophularia umbrosa","Scrophularia","umbrosa",TRUE,FALSE
"1453","Atriplex longipes","Atriplex","longipes",TRUE,FALSE
"1454","Oenothera deflexa","Oenothera","deflexa",TRUE,FALSE
"1455","Ranunculus trichophyllus","Ranunculus","trichophyllus",TRUE,FALSE
"1456","Ranunculus penicillatus","Ranunculus","penicillatus",TRUE,FALSE
"1457","Hieracium sect. Hieracium","Hieracium","sect. Hieracium",TRUE,FALSE
"1458","Carex vulpinoidea","Carex","vulpinoidea",TRUE,FALSE
"1459","Equisetum hyemale","Equisetum","hyemale",TRUE,FALSE
"1460","Clinopodium calamintha","Clinopodium","calamintha",TRUE,FALSE
"1461","Ajuga pyramidalis","Ajuga","pyramidalis",TRUE,FALSE
"1462","Apera interrupta","Apera","interrupta",TRUE,FALSE
"1463","Juncus ensifolius","Juncus","ensifolius",TRUE,FALSE
"1464","Lemna minuta","Lemna","minuta",TRUE,FALSE
"1465","Montia fontana","Montia","fontana",TRUE,TRUE
"1466","Salicornia europaea subsp. disarticulata","Salicornia","europaea subsp. disarticulata",TRUE,FALSE
"1467","Taraxacum officinale","Taraxacum","officinale",TRUE,FALSE
"1468","Herniaria hirsuta","Herniaria","hirsuta",TRUE,FALSE
"1469","Cardamine bulbifera","Cardamine","bulbifera",TRUE,FALSE
"1470","Geranium purpureum","Geranium","purpureum",TRUE,FALSE
"1471","Geranium lucidum","Geranium","lucidum",TRUE,FALSE
"1472","Vulpia ciliata subsp. ciliata","Vulpia","ciliata subsp. ciliata",TRUE,FALSE
"1473","Vulpia ciliata subsp. ambigua","Vulpia","ciliata subsp. ambigua",TRUE,FALSE
"1474","Carex crawfordii","Carex","crawfordii",TRUE,FALSE
"1475","Dysphania pumilio","Dysphania","pumilio",TRUE,FALSE
"1476","Arctium minus","Arctium","minus",TRUE,TRUE
"1477","Bidens radiata","Bidens","radiata",TRUE,FALSE
"1478","Bupleurum falcatum","Bupleurum","falcatum",TRUE,FALSE
"1479","Conopodium majus","Conopodium","majus",TRUE,FALSE
"1480","Impatiens capensis","Impatiens","capensis",TRUE,FALSE
"1481","Lotus corniculatus var. sativus","Lotus","corniculatus var. sativus",TRUE,FALSE
"1482","Polycarpon tetraphyllum","Polycarpon","tetraphyllum",TRUE,FALSE
"1483","Dysphania ambrosioides","Dysphania","ambrosioides",TRUE,FALSE
"1484","Dittrichia graveolens","Dittrichia","graveolens",TRUE,FALSE
"1485","Erigeron karvinskianus","Erigeron","karvinskianus",TRUE,FALSE
"1486","Fallopia x bohemica","Fallopia","x bohemica",TRUE,FALSE
"1487","Helleborus foetidus","Helleborus","foetidus",TRUE,FALSE
"1488","Hydrocotyle ranunculoides","Hydrocotyle","ranunculoides",TRUE,FALSE
"1489","Hypericum androsaemum","Hypericum","androsaemum",TRUE,FALSE
"1490","Micropyrum tenellum","Micropyrum","tenellum",TRUE,FALSE
"1491","Myriophyllum aquaticum","Myriophyllum","aquaticum",TRUE,FALSE
"1492","Acer negundo","Acer","negundo",TRUE,FALSE
"1493","Ailanthus altissima","Ailanthus","altissima",TRUE,FALSE
"1494","Alnus cordata","Alnus","cordata",TRUE,FALSE
"1495","Amaranthus deflexus","Amaranthus","deflexus",TRUE,FALSE
"1496","Antirrhinum majus","Antirrhinum","majus",TRUE,FALSE
"1497","Aubrieta deltoidea","Aubrieta","deltoidea",TRUE,FALSE
"1498","Buddleja davidii","Buddleja","davidii",TRUE,FALSE
"1499","Centranthus ruber","Centranthus","ruber",TRUE,FALSE
"1500","Pseudofumaria alba","Pseudofumaria","alba",TRUE,FALSE
"1501","Cotoneaster horizontalis","Cotoneaster","horizontalis",TRUE,FALSE
"1502","Epilobium komarovianum","Epilobium","komarovianum",TRUE,FALSE
"1503","Juncus foliosus","Juncus","foliosus",TRUE,FALSE
"1504","Ornithogalum pyramidale","Ornithogalum","pyramidale",TRUE,FALSE
"1505","Pontederia cordata","Pontederia","cordata",TRUE,FALSE
"1506","Potentilla indica","Potentilla","indica",TRUE,FALSE
"1507","Prunus mahaleb","Prunus","mahaleb",TRUE,FALSE
"1508","Quercus cerris","Quercus","cerris",TRUE,FALSE
"1509","Rosa multiflora","Rosa","multiflora",TRUE,FALSE
"1510","Rubus phoenicolasius","Rubus","phoenicolasius",TRUE,FALSE
"1511","Rubus spectabilis","Rubus","spectabilis",TRUE,TRUE
"1512","Ulmus laevis","Ulmus","laevis",TRUE,FALSE
"1513","Vaccinium corymbosum","Vaccinium","corymbosum",TRUE,FALSE
"1514","Vincetoxicum nigrum","Vincetoxicum","nigrum",TRUE,FALSE
"1515","Vulpia fasciculata","Vulpia","fasciculata",TRUE,FALSE
"1516","Pilosella piloselloides","Pilosella","piloselloides",TRUE,FALSE
"1517","Cotoneaster integerrimus","Cotoneaster","integerrimus",TRUE,FALSE
"1518","Dysphania botrys","Dysphania","botrys",TRUE,FALSE
"1519","Cyperus esculentus","Cyperus","esculentus",TRUE,FALSE
"1520","Tragopogon dubius","Tragopogon","dubius",TRUE,FALSE
"1521","Berberis thunbergii","Berberis","thunbergii",TRUE,FALSE
"1522","Alcea rosea","Alcea","rosea",TRUE,FALSE
"1523","Melissa officinalis","Melissa","officinalis",TRUE,TRUE
"1524","Ruta graveolens","Ruta","graveolens",TRUE,TRUE
"1525","Ornithopus compressus","Ornithopus","compressus",TRUE,FALSE
"1526","Scirpoides holoschoenus","Scirpoides","holoschoenus",TRUE,TRUE
"1527","Stachys recta","Stachys","recta",TRUE,TRUE
"1528","Rubus armeniacus","Rubus","armeniacus",TRUE,FALSE
"1529","Vulpia membranacea","Vulpia","membranacea",TRUE,FALSE
"1530","Hieracium sect. Vulgata","Hieracium","sect. Vulgata",TRUE,FALSE
"1531","Crassula helmsii","Crassula","helmsii",TRUE,FALSE
"1532","Amaranthus hybridus subsp. bouchonii","Amaranthus","hybridus subsp. bouchonii",TRUE,FALSE
"1533","Anisantha diandra","Anisantha","diandra",TRUE,FALSE
"1534","Centaurea stoebe","Centaurea","stoebe",TRUE,FALSE
"1535","Callitriche truncata subsp. occidentalis","Callitriche","truncata subsp. occidentalis",TRUE,FALSE
"1536","Amaranthus hybridus subsp. hybridus","Amaranthus","hybridus subsp. hybridus",TRUE,FALSE
"1537","Achillea filipendulina","Achillea","filipendulina",TRUE,FALSE
"1538","Asclepias syriaca","Asclepias","syriaca",TRUE,FALSE
"1539","Erigeron bonariensis","Erigeron","bonariensis",TRUE,FALSE
"1540","Erigeron sumatrensis","Erigeron","sumatrensis",TRUE,FALSE
"1541","Euphorbia maculata","Euphorbia","maculata",TRUE,FALSE
"1542","Geum macrophyllum","Geum","macrophyllum",TRUE,FALSE
"1543","Linaria purpurea","Linaria","purpurea",TRUE,FALSE
"1544","Ludwigia grandiflora","Ludwigia","grandiflora",TRUE,FALSE
"1545","Oxalis dillenii","Oxalis","dillenii",TRUE,TRUE
"1546","Panicum schinzii","Panicum","schinzii",TRUE,FALSE
"1547","Pastinaca sativa subsp. urens","Pastinaca","sativa subsp. urens",TRUE,FALSE
"1548","Persicaria capitata","Persicaria","capitata",TRUE,FALSE
"1549","Setaria faberi","Setaria","faberi",TRUE,FALSE
"1550","Verbascum pulverulentum","Verbascum","pulverulentum",TRUE,FALSE
"1551","Anisantha madritensis","Anisantha","madritensis",TRUE,FALSE
"1552","Campanula poscharskyana","Campanula","poscharskyana",TRUE,FALSE
"1553","Campanula portenschlagiana","Campanula","portenschlagiana",TRUE,FALSE
"1554","Chaenorhinum origanifolium","Chaenorhinum","origanifolium",TRUE,FALSE
"1555","Cynosurus echinatus","Cynosurus","echinatus",TRUE,FALSE
"1556","Impatiens balfourii","Impatiens","balfourii",TRUE,FALSE
"1557","Lemna turionifera","Lemna","turionifera",TRUE,FALSE
"1558","Papaver atlanticum","Papaver","atlanticum",TRUE,FALSE
"1559","Stuckenia filiformis","Stuckenia","filiformis",TRUE,TRUE
"1560","Rostraria cristata","Rostraria","cristata",TRUE,FALSE
"1561","Erigeron floribundus","Erigeron","floribundus",TRUE,FALSE
"1562","Cyperus eragrostis","Cyperus","eragrostis",TRUE,FALSE
"1563","Limonium humile","Limonium","humile",TRUE,TRUE
"1564","Papaver cambricum","Papaver","cambricum",TRUE,FALSE
"1565","Nemesia melissifolia","Nemesia","melissifolia",TRUE,FALSE
"1566","Setaria verticilliformis","Setaria","verticilliformis",TRUE,FALSE
"1567","Tradescantia virginiana","Tradescantia","virginiana",TRUE,FALSE
"1568","Verbena bonariensis","Verbena","bonariensis",TRUE,FALSE
"1569","Poterium sanguisorba subsp. sanguisorba","Poterium","sanguisorba subsp. sanguisorba",TRUE,FALSE
"1570","Cotoneaster bullatus","Cotoneaster","bullatus",TRUE,FALSE
"1571","Sedum hispanicum","Sedum","hispanicum",TRUE,FALSE
"1572","Vicia sativa subsp. angustifolia","Vicia","sativa subsp. angustifolia",TRUE,TRUE
"1573","Vicia sativa subsp. segetalis","Vicia","sativa subsp. segetalis",TRUE,FALSE
"1574","Polypogon viridis","Polypogon","viridis",TRUE,FALSE
"1575","Oenothera biennis","Oenothera","biennis",TRUE,FALSE
"1576","Panicum dichotomiflorum","Panicum","dichotomiflorum",TRUE,FALSE
"1577","Teucrium chamaedrys","Teucrium","chamaedrys",TRUE,TRUE
"1578","Rosa virginiana","Rosa","virginiana",TRUE,FALSE
"1579","Echinochloa muricata","Echinochloa","muricata",TRUE,FALSE
"1580","Lamium maculatum","Lamium","maculatum",TRUE,TRUE
"1581","Artemisia verlotiorum","Artemisia","verlotiorum",TRUE,FALSE
"1582","Brassica oleracea subsp. oleracea","Brassica","oleracea subsp. oleracea",TRUE,FALSE
"1583","Cardamine corymbosa","Cardamine","corymbosa",TRUE,FALSE
"1584","Cerastium glutinosum","Cerastium","glutinosum",TRUE,FALSE
"1585","Dactylorhiza sphagnicola","Dactylorhiza","sphagnicola",TRUE,FALSE
"1586","Dipsacus laciniatus","Dipsacus","laciniatus",TRUE,FALSE
"1587","Festuca guestfalica subsp. guestfalica","Festuca","guestfalica subsp. guestfalica",TRUE,FALSE
"1588","Epipactis helleborine subsp. helleborine","Epipactis","helleborine subsp. helleborine",TRUE,FALSE
"1589","Epipactis helleborine subsp. neerlandica","Epipactis","helleborine subsp. neerlandica",TRUE,FALSE
"1590","Gymnadenia conopsea","Gymnadenia","conopsea",TRUE,FALSE
"1591","Gymnadenia densiflora","Gymnadenia","densiflora",TRUE,FALSE
"1592","Festuca guestfalica subsp. hirtula","Festuca","guestfalica subsp. hirtula",TRUE,FALSE
"1593","Myriophyllum heterophyllum","Myriophyllum","heterophyllum",TRUE,FALSE
"1594","Oenothera x fallax","Oenothera","x fallax",TRUE,FALSE
"1595","Peucedanum officinale","Peucedanum","officinale",TRUE,FALSE
"1596","Scleranthus annuus subsp. annuus","Scleranthus","annuus subsp. annuus",TRUE,FALSE
"1597","Solanum sarrachoides","Solanum","sarrachoides",TRUE,FALSE
"1598","Tellima grandiflora","Tellima","grandiflora",TRUE,FALSE
"1599","Trachelium caeruleum","Trachelium","caeruleum",TRUE,FALSE
"1600","Cornus sericea","Cornus","sericea",TRUE,FALSE
"1601","Cyperus longus","Cyperus","longus",TRUE,TRUE
"1602","Chaerophyllum aureum","Chaerophyllum","aureum",TRUE,FALSE
"1603","Cabomba caroliniana","Cabomba","caroliniana",TRUE,FALSE
"1604","Inula crithmoides","Inula","crithmoides",TRUE,FALSE
"1605","Carex davalliana","Carex","davalliana",TRUE,FALSE
"1606","Helleborus argutifolius","Helleborus","argutifolius",TRUE,FALSE
"1607","Cotoneaster dielsianus","Cotoneaster","dielsianus",TRUE,FALSE
"1608","Cyrtomium fortunei","Cyrtomium","fortunei",TRUE,FALSE
"1609","Lagarosiphon major","Lagarosiphon","major",TRUE,FALSE
"1610","Umbilicus rupestris","Umbilicus","rupestris",TRUE,FALSE
"1611","Lindernia dubia","Lindernia","dubia",TRUE,FALSE
"1612","Corydalis cheilanthifolia","Corydalis","cheilanthifolia",TRUE,FALSE
"1613","Inula racemosa","Inula","racemosa",TRUE,FALSE
"1614","Briza maxima","Briza","maxima",TRUE,FALSE
"1615","Nassella tenuissima","Nassella","tenuissima",TRUE,FALSE
"1616","Nicotiana sylvestris","Nicotiana","sylvestris",TRUE,FALSE
"1617","Galium murale","Galium","murale",TRUE,FALSE
"1618","Cardamine occulta","Cardamine","occulta",TRUE,FALSE
"1619","Gnaphalium pensylvanicum","Gnaphalium","pensylvanicum",TRUE,FALSE
"1620","Ilex crenata","Ilex","crenata",TRUE,FALSE
"1621","Limonium binervosum","Limonium","binervosum",TRUE,FALSE
"1622","Panicum barbipulvinatum","Panicum","barbipulvinatum",TRUE,FALSE
"1623","Salix euxina","Salix","euxina",TRUE,FALSE
"1624","Ranunculus parviflorus","Ranunculus","parviflorus",TRUE,FALSE
"1625","Oxalis debilis","Oxalis","debilis",TRUE,FALSE
"1626","Gaudinia fragilis","Gaudinia","fragilis",TRUE,FALSE
"1627","Atriplex micrantha","Atriplex","micrantha",TRUE,FALSE
"1628","Cotula australis","Cotula","australis",TRUE,FALSE
"1629","Euphorbia myrsinites","Euphorbia","myrsinites",TRUE,FALSE
"1630","Geranium nodosum","Geranium","nodosum",TRUE,FALSE
"1631","Lavandula angustifolia","Lavandula","angustifolia",TRUE,FALSE
"1632","Sisyrinchium californicum","Sisyrinchium","californicum",TRUE,FALSE
"1633","Phedimus hybridus","Phedimus","hybridus",TRUE,FALSE
"1634","Dipsacus strigosus","Dipsacus","strigosus",TRUE,FALSE
"1635","Wolffia columbiana","Wolffia","columbiana",TRUE,FALSE
"1636","Poa pratensis subsp. irrigata","Poa","pratensis subsp. irrigata",TRUE,FALSE
"1637","Urtica membranacea","Urtica","membranacea",TRUE,FALSE
"1638","Verbascum speciosum","Verbascum","speciosum",TRUE,FALSE
"1639","Anemone x hybrida","Anemone","x hybrida",TRUE,FALSE
"1640","Scilla forbesii","Scilla","forbesii",TRUE,FALSE
"1641","Veronica cymbalaria","Veronica","cymbalaria",TRUE,FALSE
"1642","Oenothera oehlkersii","Oenothera","oehlkersii",TRUE,FALSE
"1643","Arabis collina","Arabis","collina",TRUE,FALSE
"1644","Bromus grossus","Bromus","grossus",TRUE,FALSE
"1645","Euphorbia characias","Euphorbia","characias",TRUE,FALSE
"1646","Dactylorhiza purpurella","Dactylorhiza","purpurella",TRUE,FALSE
"1647","Symphyotrichum ontarionis","Symphyotrichum","ontarionis",TRUE,FALSE
"1648","Sporobolus indicus","Sporobolus","indicus",TRUE,FALSE
"1649","Bolboschoenus laticarpus","Bolboschoenus","laticarpus",TRUE,FALSE
"1650","Symphyotrichum aff. lateriflorum","Symphyotrichum","aff. lateriflorum",TRUE,FALSE
"1651","Oenothera rubricalyx","Oenothera","rubricalyx",TRUE,FALSE
"1652","Eleocharis obtusa","Eleocharis","obtusa",TRUE,FALSE
"1653","Orobanche amethystea","Orobanche","amethystea",TRUE,FALSE
"1654","Soliva sessilis","Soliva","sessilis",TRUE,FALSE
"1655","Poa infirma","Poa","infirma",TRUE,FALSE
"1656","Festuca lemanii","Festuca","lemanii",TRUE,FALSE
"1657","Asplenium obovatum subsp. lanceolatum","Asplenium","obovatum subsp. lanceolatum",TRUE,FALSE
"1658","Ranunculus muricatus","Ranunculus","muricatus",TRUE,FALSE
"1659","Mazus pumilus","Mazus","pumilus",TRUE,FALSE
"1660","Trifolium suffocatum","Trifolium","suffocatum",TRUE,FALSE
"1661","Elymus arenosus","Elymus","arenosus",TRUE,FALSE
"1662","Elymus campestris","Elymus","campestris",TRUE,FALSE
"1663","Koeleria albescens","Koeleria","albescens",TRUE,FALSE
